Track Name,Artists,Predicted_Preferences,mbti
Love Distance,"Ardhito Pramono, KYNYA",0.04365259167468132,intp
Paris,Kenya Grace,0.043367913174296155,intp
run for the hills,Tate McRae,0.043071305215279174,intp
Sun Flower(2023),LAS,0.042123073141523096,intp
Airplane Tickets,"Pharrell Williams, Swae Lee, Rauw Alejandro",0.042064939569223095,intp
Ending,KIM A REUM,0.04204728751850341,intp
POPULATION: TWO,Airliftz,0.04204087973515992,intp
Only One,BANG YEDAM,0.04179341237468102,intp
Good Bye,SORAN,0.0417782754102199,intp
Marine Turtle - Korean Version,NCT U,0.041550863767760716,intp
I Fall In Love,DK,0.041402694036618524,intp
Lucky Rocky,ROCKY,0.04124227621663265,intp
Winter's Glow,KARDI,0.04092914150297784,intp
By My Side (Webtoon 'The Beloved Little Princess' Original Soundtrack),SEOLA,0.04082390280624596,intp
Come into my dream,WISUE,0.040753677720056065,intp
ALARM,ID:Earth,0.04062788065328293,intp
Discord (TAK Remix),QWER,0.040596730830229286,intp
Alien,Greg,0.04019200603313307,intp
my december,Yangpa,0.040143322723028604,intp
my december,yangpa,0.040143322723028604,intp
Wedding Dress (ft. JUSTHIS),"hyeminsong, JUSTHIS",0.03976999590531282,intp
You Make Me Feel,J.M3,0.039605181553883366,intp
Sleepwalk,natori,0.03957025937025937,intp
Talk Money (Prod. Wiz World),"Swings, Nochang",0.03933234521162051,intp
I'm okay,Colde,0.03925698181436307,intp
전화하지 마 Don't call me,Jettoyz,0.039243274326712894,intp
Outside (feat. Blaqbonez),"Fireboy DML, Blaqbonez",0.03910814272873096,intp
B.I.Z.Z.Y,Bizzy,0.03910472451698692,intp
Stay With Me (Feat. Skinny Brown),"ASH ISLAND, Skinny Brown",0.03886359044321372,intp
100th,Minsu,0.038665393416652004,intp
I YA E YA (MBTI),Seen Hyun Hee,0.037863132057617134,intp
I will love you,amin,0.03783135555112793,intp
PINK CHRISTMAS,Apink,0.037828162627754,intp
Looking for you,KyoungSeo,0.03780397170957977,intp
Winter Wonderland,As One,0.03759430709645366,intp
Feels,"Nissy, Saweetie",0.037543179685093735,intp
Whatever Comes My Way,Felly,0.03684449167770785,intp
Happy Prince,"Elephant Gym, YILE LIN",0.0367982582085154,intp
Found you,Yel,0.03675604057136865,intp
A Beautiful Farewell,CHUU,0.03663263932162822,intp
Finland (Feat. Sim JaeHyun),"OurR, Sim Jae Hyeon",0.036516686288726216,intp
Dilemma,Green Day,0.03618273375750343,intp
WE CONNECT (feat. ONCHA),"YUNB, ONCHA",0.03596114996114996,intp
Ready for the World,VCHA,0.03581354247730445,intp
"Whether it snows white or not, it's a special winter",THE ADE,0.03579722937507087,intp
Good in Goodbye,"Frank Walker, Trivecta",0.03560717831404251,intp
HBD To You (Midnight Version),CSR,0.03533238122540879,intp
her,Junggigo,0.03480040263698866,intp
Merry PLLIstmas,PLAVE,0.034601842235362446,intp
Bitter Smile,OVAN,0.03458633986572417,intp
Say I Love You,INSEONG (SF9),0.033750945836702254,intp
not good enough,Rangga Jones,0.03362878514229227,intp
Get Some Rest,IT’S,0.03360508842044703,intp
Truth or Dare,Tyla,0.0335368633497777,intp
3D (Justin Timberlake Remix),"Jung Kook, Justin Timberlake",0.033433236849096014,intp
Winter Again,NUITNUIT,0.03319146086901199,intp
It's never been okay,The Daisy,0.03315298448438804,intp
A Cup of Latte (Feat. LEE JUNHYUK of MIRAE),"HYOJUNG, YUBIN (OH MY GIRL), LEE JUNHYUK",0.03295179431281582,intp
Water Underground,Real Estate,0.03288011526564158,intp
The Secret Between Us,MeloMance,0.03286665288691165,intp
Star Plaza,Chaboom,0.032473030673030666,intp
Po.Ong (feat. Kim Min Seok of MeloMance),"Sunwoojunga, Kim Min Seok of MeloMance",0.031560477975565694,intp
Don't Say (feat. Kid Milli),"Moon Sujin, Kid Milli",0.03121105021668604,intp
WATCH IT,THE BOYZ,0.030875958641052564,intp
dreams,ADORA,0.030839341486005305,intp
Chains (feat. Daya),"Devault, Daya",0.030261597097149495,intp
Playground,LUN8wave,0.029718317226611907,intp
Episode,Lee Mujin,0.029307655572066153,intp
Mirror (Feat. Jeebanoff),"Summer Soul, jeebanoff",0.029292792906074498,intp
Smile!,Juju B. Goode,0.029235858213751947,intp
july,Lyn Lapid,0.027975945390268653,intp
Goodbye,O.WHEN,0.02768061946276562,intp
Paradise,Party Favor,0.027490631389368907,intp
PUPPET,Guckkasten,0.027448228488745768,intp
Sunflower I Waltz - Allegretto,"조성우, 신민섭",0.027294707024870624,intp
You’re Losing Me (From The Vault),Taylor Swift,0.026772007722007725,intp
To. X,TAEYEON,0.02429413162291211,intp
Losing You - Spotify Singles,"Gabry Ponte, bshp, Joe Cleere",0.02184704562926785,intp
HBD,HWI YOUNG,0.01866016220050257,intp
Crazy Form,ATEEZ,0.015734126984126982,intp
To. X,TAEYEON,0.4799353461438106,isfj
This night,Bas Bao,0.17533296254991235,isfj
사랑을 사랑하고 싶어 Love was my song,parkjiyoon,0.16347122064995073,isfj
Say I Love You,INSEONG (SF9),0.16189891599709463,isfj
Daymoon [CLEF X DKZ],DKZ,0.16108404510600266,isfj
Draw,TAEMIN,0.1566633916397052,isfj
I Just Need To Love You More,YOONWON,0.15551478623898324,isfj
By My Side (Webtoon 'The Beloved Little Princess' Original Soundtrack),SEOLA,0.15421676006238932,isfj
A Doll’s Wish,WAX,0.14319764590215606,isfj
나의 별 My Star,Ban Gwang Ok,0.140138691519914,isfj
Together (2023),"Ko Yujin (Flower), MIGYO",0.13905441293912676,isfj
HBD To You,CSR,0.1362156662217929,isfj
Paradise,Party Favor,0.13232417577257796,isfj
두 글자만 지워지면 (If two letters are erased),Ha Yea Song,0.13035758442788248,isfj
POPULATION: TWO,Airliftz,0.12803446227262016,isfj
I will love you only until this winter,DOKO,0.12654363343585084,isfj
Alien,Greg,0.12431323831519199,isfj
Countdown to Three like a Habit (with KCM),Lee KyuRa,0.12409369902935005,isfj
슬픈 사랑은 그리움으로 삼키다,J-Cera,0.12194452642591565,isfj
Imagine,Byeol Eun,0.12105780913633413,isfj
All Out Of Fight,P!nk,0.11969885619482667,isfj
Whitewood (Feat. ecru),"SOIN, ecru",0.11808770246089847,isfj
A Sick day,V.O.S,0.11761086816267059,isfj
By your side,Na Go Eun,0.11603432808922776,isfj
사랑 같은 걸 해요,Hwanho,0.11483811201575791,isfj
grave,Tate McRae,0.11477064560733297,isfj
It's okay,RYEOWOOK,0.1141613329382147,isfj
run for the hills,Tate McRae,0.11361353363009374,isfj
her,Junggigo,0.11321426503010781,isfj
Everyday,Kim Addict,0.11308985605038235,isfj
풍등 (Choir Ver.),Lee Chanwon,0.1130208945726322,isfj
Our Night is more beautiful than your Day,NewJeans,0.11301465409156677,isfj
One ring,Solji,0.1129244021468155,isfj
BEFORE,"PERC%NT, Jang yezi",0.11245415501564601,isfj
Come Back To Me,Grizzly,0.1124339987021186,isfj
How Have You Been?,lewloh,0.1122493642389144,isfj
보통의 고백 Ordinary Love Letter,Krr,0.11162837129220297,isfj
HBD To You (Midnight Version),CSR,0.11136711153261292,isfj
Looking for you,KyoungSeo,0.11087422798980576,isfj
It’s Beginning To Look A Lot Like Christmas,J Rabbit,0.10916590390534572,isfj
BEEP BEEP,Jessica,0.10879917665986631,isfj
My Whole World Is You,YUJU,0.10869021345043244,isfj
Even if we disappear,DAWN 던,0.10843203281937527,isfj
SUMMER NIGHT,JAEHA,0.1077899564248515,isfj
With You,WINTER,0.1076480366347847,isfj
Deserve,HOYA,0.1074602712345321,isfj
"Whenever, Wherever",Roy Kim,0.10509886011517675,isfj
Say You Love Me,Sam Kim,0.10452602077420783,isfj
It's never been okay,The Daisy,0.1044431489350788,isfj
My Love,Microdot,0.10402085736740907,isfj
Come into my dream,WISUE,0.10347036542248664,isfj
"Everywhere, Everything (with Gracie Abrams)","Noah Kahan, Gracie Abrams",0.1033018360015309,isfj
Wedding Day - Solo Version,Choyoung,0.10163428715949738,isfj
Over the window (feat. Paul Kim),"PARK WON, Paul Kim",0.1009814995600968,isfj
The Little Drummer Boy,"Villagers, Lisa Hannigan",0.10086204024875982,isfj
Buried,Heo Hoy Kyung,0.10054593803439944,isfj
FIRST SNOW,XODIAC,0.10013216843406969,isfj
Winter Love Song,Izykite,0.10004009372341374,isfj
Merry Merry Christmas,"Song Eun I, Kim Sook, Lee Jin Ah",0.09963805723652551,isfj
"Last day, first light",heyden,0.09950394775415838,isfj
Dear.,THE BOYZ,0.0986653927464293,isfj
I'm afraid love will come again,BO RA (Cherry Bullet),0.09856896977850102,isfj
dreams,ADORA,0.0981312418646231,isfj
Good to Know,Sadie Jean,0.09801360283962954,isfj
"Good Morning, Good Night",YOON SEO BIN,0.098011701845064,isfj
july,Lyn Lapid,0.09778224705065289,isfj
unbalance,1DAY,0.09744929520127572,isfj
Dream,Kim Bum Soo,0.09731813217542663,isfj
Finland (Feat. Sim JaeHyun),"OurR, Sim Jae Hyeon",0.09676235782440779,isfj
You're waiting again,Yeoeun,0.09631447517897648,isfj
girl in new york,Nessa Barrett,0.09583964100800417,isfj
I will love you,amin,0.09505844530182798,isfj
"Apart, so",Anna hisbbuR,0.0944491766964302,isfj
Small Consolation,Sunjin,0.09426539146966542,isfj
거짓말인데,Sondia,0.09308722275097805,isfj
Airplane Tickets,"Pharrell Williams, Swae Lee, Rauw Alejandro",0.09186481701419781,isfj
Can We Go Back To The Good Old Days,KWON EUNBI,0.09164920805863447,isfj
Wave of Dream,Baek Ji Young,0.09071189585681999,isfj
Winter Again,NUITNUIT,0.09063085995275831,isfj
구름 Cloud,Budung,0.09062502078967506,isfj
Open Your Eyes,Park Eunbin,0.09056497590691033,isfj
Seoul Tango,"PATEKO, Jayci yucca, Kid Wine",0.09047166853540692,isfj
Everything of Us,XIA,0.09032457207917313,isfj
She's Going,SingAgain3 Singer No.49,0.08997777387379174,isfj
Digression,Junguk,0.0899094747148987,isfj
Beautiful Winter,Hwang Chi Yeul,0.08989225670133598,isfj
Like A Movie,Piano Man,0.08973678725602588,isfj
Volume up,Hong Kyung-min,0.08971462982425164,isfj
Carol,Jo SoJeong,0.0896806134016943,isfj
연정,Yang Ji Eun,0.08935682944351847,isfj
All Up to You,Yoo Jongkwon,0.08922983827279794,isfj
more cry,Dearming,0.08912477105075566,isfj
Sun Flower(2023),LAS,0.08897557569692545,isfj
Hot and Cold (Feat. NO:EL),"Ourealgoat, NO:EL",0.0889435129881687,isfj
A WINTER BLANKET,87dance,0.08873491428845505,isfj
Your Breath,GB9,0.08835498941936586,isfj
Stranger (Feat. 10cm),"HEIZE, 10cm",0.08732954842056895,isfj
Bitter Smile,OVAN,0.08721113215846749,isfj
ALARM,ID:Earth,0.08664233426528757,isfj
Once Again,박다혜,0.08588918714797857,isfj
Fly Away,Park Eunbin,0.08588566502675037,isfj
100 Reasons,Vincent Blue,0.08538600027540219,isfj
The Secret Between Us,MeloMance,0.08535606113156116,isfj
You're leaving like the season,Sandeul,0.08528727764101095,isfj
Winter's Glow,KARDI,0.08522582247122006,isfj
Our Christmas,Tasty Shop,0.08436436252373104,isfj
Ticket To You,UNIVERSE TICKET,0.08390691379532841,isfj
Close To You,Johnny Orlando,0.08371401369920005,isfj
if you only knew,Alexander Stewart,0.08363301196522492,isfj
Only,Choi Yuree,0.08322538736521995,isfj
I have to leave so suddenly,Yoo Jiwoo,0.08314764514810954,isfj
Goodbye,O.WHEN,0.0828614119364391,isfj
Whisper,SBGB,0.08236783173987021,isfj
18,Jillian Rossi,0.08198449374275907,isfj
"You, You, You",2BiC,0.08162512887116638,isfj
Po.Ong (feat. Kim Min Seok of MeloMance),"Sunwoojunga, Kim Min Seok of MeloMance",0.08151722090545618,isfj
Stars,Jay Ocean,0.08132013046331703,isfj
Sad Tomorrow,"Lina Cooper, Rian Cult",0.0810107568966749,isfj
Always In My Heart,"Hyun.O, SoYeon",0.0807355736536335,isfj
Ex-Mas,"JEON SOMI, BIG Naughty",0.08035744040015445,isfj
PUPPET,Guckkasten,0.08007572952890968,isfj
I'm okay,Colde,0.07968025662433606,isfj
the scars,Bily Acoustie,0.07958312811087746,isfj
Baby Baby,Nam Woo-hyun,0.07805557014254674,isfj
Lowkey,BM,0.0779938621807043,isfj
Until The End,Park Eunbin,0.07767012715173671,isfj
Nothing But You (Korean Ver.),LEE JUNHO,0.07701028116870054,isfj
Nothing But You (Korean Ver.),Lee Junho,0.07701028116870054,isfj
"Again, Kim Dong Ryul",Coffeeboy,0.07667859497227919,isfj
Ruined,Adrianne Lenker,0.07569264282711136,isfj
Outside (feat. Blaqbonez),"Fireboy DML, Blaqbonez",0.07554775448141761,isfj
In Your Eyes,LEE RAON,0.07542141865393641,isfj
Mistiness of you (with KURO),"saevom, KURO",0.07529966225178136,isfj
Without Me,BIG MAMA,0.0752968577332245,isfj
그곳으로,Lee Hyuk,0.07466956945830475,isfj
Found you,Yel,0.0745870842381723,isfj
내일이 아름답도록,JUNIEL,0.07435678796544815,isfj
The General,Guns N' Roses,0.07425470710918282,isfj
A Song For You,JOONIL JUNG,0.07401342715613814,isfj
Love Distance,"Ardhito Pramono, KYNYA",0.07348175875557245,isfj
Pain Killer (Feat. Yescoba),"NO:EL, Yescoba",0.07342102114572324,isfj
Episode,Lee Mujin,0.07323883116883116,isfj
Just because it’s yours,Mingginyu,0.0722635938069383,isfj
Backwards,"Goth Babe, WATTS",0.0722017820628261,isfj
MARY,Jordan Mackampa,0.0721657847761548,isfj
not good enough,Rangga Jones,0.07207572309364149,isfj
Love Forever - English Version,"Suara Kayu, Arash Buana",0.07175756117383535,isfj
Ready for the World,VCHA,0.0714826747342799,isfj
The Sand Castle,Kim Hye Rim,0.0704433460331825,isfj
Whatever Comes My Way,Felly,0.07000066536099535,isfj
Winter Wonderland,As One,0.06997594320963947,isfj
Sound of your heart,Seori,0.06933822345333807,isfj
Falling in love,"WOO JIN YOUNG, Kim hyun soo",0.06933811164827589,isfj
What's My Name,MAVE:,0.06931738050711647,isfj
Ordinary Loneliness,MOVNING,0.06929281156768508,isfj
My First Snow,MAKTUB,0.06908865657486934,isfj
Standing Next to You (Usher Remix),"Jung Kook, USHER",0.06904292134241341,isfj
Like A Dream,Ha Yea Song,0.06899556501118091,isfj
Monthly Project 2023 October Yoon Jong Shin - Back Then,Yoon Jong Shin,0.0684745920373468,isfj
I'll pick you up,"HYUN SEO, Cha Woo Joo",0.06838041700100968,isfj
"You’re mine, You!",Shin Youme,0.06782728159462081,isfj
Losing You - Spotify Singles,"Gabry Ponte, bshp, Joe Cleere",0.06764719687970142,isfj
Find the way,TIOT,0.06728135694057732,isfj
WINTER WITHOUT YOU,XG,0.06697059189219645,isfj
I Fall In Love,DK,0.06680515625674162,isfj
Know u (feat. POYD),"Danny, Laymin, DonEmoji, POYD",0.06674795192993355,isfj
Snowball,BOL4,0.06645280016050913,isfj
ICN > YVR,BIG Naughty,0.06638899670342147,isfj
Never say,CANDO,0.06628531782532983,isfj
Snowy Road,"WONK, 9m88",0.06613577792462852,isfj
Name Of Love,RECORDBELL,0.0660588538532058,isfj
"I Love You, Please Don't Hate Me",Sam Fischer,0.06566900528885387,isfj
Lie (Feat. youra),"Project MU:FIRM, youra",0.06558016283377063,isfj
Merry PLLIstmas,PLAVE,0.06510232511736937,isfj
Short Hair,DOKYEOM,0.06445999967617427,isfj
On your way,Libelante,0.06420638928945516,isfj
HBD,HWI YOUNG,0.06413865478191058,isfj
Grassland,JFLAMINGO,0.0639863835547699,isfj
Twelve Nights of Christmas,Kiri T,0.06375793650793651,isfj
My ddu ddu,KOREA CRACKER,0.06340962063991695,isfj
장마 Rainy Season,JEONGMILLA,0.06306267436267436,isfj
Again,Juho,0.0626734261328625,isfj
"WINTERLUDE (feat. FYVE, suji)","Austn, FYVE, Suji",0.0624698704183298,isfj
White Glove,Dove Cameron,0.061685824103520914,isfj
What Is Love (feat. J.O.Y & Ashley Alisha),"Dept, Ashley Alisha, J.O.Y",0.061405806144823064,isfj
Twinkle Little Star,SHIN JIMIN,0.06129700051645729,isfj
Middle Aged,good problem,0.06107438926781221,isfj
Dreamy Ocean,SUNYOUL,0.06101065640113727,isfj
NIGHT DANCER - Yaffle Holiday Remix - Spotify Singles,"imase, Yaffle",0.06088147775356194,isfj
Amnesia,VIXX,0.060664813072358346,isfj
HOW,kenessi,0.060619259548779315,isfj
Crown,DWLLRS,0.06037369431223526,isfj
Hedgehog,MC Sniper,0.06033406910384657,isfj
Love Love,Sumi Jo,0.060206371521766,isfj
If Tomorrow Starts Without Me,Bill Ryder-Jones,0.0591530914805755,isfj
Night,Jung In,0.05902629266562927,isfj
Alley (with SUNG SI KYUNG),"LeeHi, Sung Si Kyung",0.05829324812136204,isfj
Please,Hwanhee,0.058134059862120925,isfj
전화하지 마 Don't call me,Jettoyz,0.05768419281885608,isfj
Playground,LUN8wave,0.057384228842069916,isfj
Nothing Else Feels The Same,LOONY,0.05685171818847755,isfj
25℃,WOO JIN YOUNG,0.056675266401638044,isfj
erase,ecru,0.05648537921472868,isfj
Wait,DINO,0.056477070082317615,isfj
I’m So Happy For You,MRT,0.05643932454883912,isfj
Mirror (Feat. Jeebanoff),"Summer Soul, jeebanoff",0.05628900675300315,isfj
Noblesse,HYOLYN,0.056169750302341614,isfj
I (Feat. DAWN),Park Bom,0.056124695080651786,isfj
Hoopee (Feat. Loco) (Prod. GRAY),"Jambino, Loco",0.055796283700437474,isfj
Biscuit,CHANMINA,0.05515592634256421,isfj
Little Star,Kim Yeonji,0.055137903615627114,isfj
Paris,Kenya Grace,0.05511967178175618,isfj
Happy Prince,"Elephant Gym, YILE LIN",0.05480444560760365,isfj
Don't blame yourself,이용신,0.05460315345216291,isfj
Dilemma,Green Day,0.054387694307164836,isfj
Someday,"Bong Gu(GilGuBongGu), Sin Ye Young",0.05430001170127326,isfj
Something Like That,Solji,0.05420388079358281,isfj
Dilly Dally,CRAVITY,0.05410740182229621,isfj
My Love Song,YeonJeong,0.053816271886008724,isfj
A Beautiful Farewell,CHUU,0.05367008629903264,isfj
Ring Ding Ding,IGWI,0.053259262517852124,isfj
Sunday Latte,"Junggigo, Jea",0.05308276678951922,isfj
Flow,D-LITE,0.052949229875633975,isfj
Ending,KIM A REUM,0.052929475875427866,isfj
"Whether it snows white or not, it's a special winter",THE ADE,0.052652451215815764,isfj
왜 돌아보오 (2023 Ver.),Lee Chanwon,0.05263161079034891,isfj
Eras Of Us,FLETCHER,0.052603293677966914,isfj
I'm glad it's winter,Bubble Sisters,0.052544852825228625,isfj
Smile!,Juju B. Goode,0.05242243544308001,isfj
Get Some Rest,IT’S,0.051942814115849965,isfj
Over (feat. Minna Seo),"Woshi, Minna Seo",0.051865689645806366,isfj
Stay With Me (Feat. Skinny Brown),"ASH ISLAND, Skinny Brown",0.05178366511194486,isfj
PINK CHRISTMAS,Apink,0.05176057186737224,isfj
tree,GIRIBOY,0.0516985985810293,isfj
NUM,WOO,0.05129368956774172,isfj
Cyber Ritual,Jasmine Sokko,0.05119169600245347,isfj
Wedding Dress (ft. JUSTHIS),"hyeminsong, JUSTHIS",0.05104310023120765,isfj
Into My Playlist Pt. 5 - Dear My Spring,Baek A Yeon,0.051006830731542184,isfj
I WRITE SONGS ABOUT YOU,Braden Bales,0.0507057152226507,isfj
기적은 없어도,Seo In Guk,0.0505742693408023,isfj
Into The Groove,Khắc Hưng,0.05039487244462855,isfj
Potential,FANTASY BOYS,0.04997665906212671,isfj
Anywhere,GIFT,0.049819587618705266,isfj
King,Thomas Ng,0.049534032379529754,isfj
Marine Turtle - Korean Version,NCT U,0.049205831070104906,isfj
You're Different (Our Secret Diary X Kwon Jin Ah),Kwon Jin Ah,0.04878080276318518,isfj
A Cup of Latte (Feat. LEE JUNHYUK of MIRAE),"HYOJUNG, YUBIN (OH MY GIRL), LEE JUNHYUK",0.048465073098944066,isfj
Love Me Even If I Die,YLN Foreign,0.04734904401151332,isfj
Saying that I miss you in front of you,Bakjiji,0.04726187129104699,isfj
Over You,HAON,0.047251043999919036,isfj
Don't Say (feat. Kid Milli),"Moon Sujin, Kid Milli",0.04716674643119364,isfj
Body 2 Body (feat. PENOMECO),"Babylon, PENOMECO",0.04716387217544639,isfj
Just (feat. CloveR & SIM2),"merrymerryseoul, CloveR, SIM2",0.04693233544348095,isfj
"Goodnight Goodnight (ft. Nochang, Nucksal, Khundi Panda)","hyeminsong, 그냥노창, 넉살, Khundi Panda",0.04692822913481058,isfj
How are you making it look so easy? (Oshie-T),rEDOLENT,0.04691567702010112,isfj
love for u (❤️4U),VIDI,0.04686281710074982,isfj
my december,Yangpa,0.04649473493100944,isfj
my december,yangpa,0.04649473493100944,isfj
Good Bye,YURI,0.04646478098485771,isfj
Just Another Day,Punch,0.04593983037682982,isfj
Crush!,xooos,0.04545952849976852,isfj
Bubblegum Dog,MGMT,0.04542146441281196,isfj
Indulgence,Jinan Laetitia,0.045365367071770496,isfj
Eat Sleep Live Repeat,"LEE SUNG KYOUNG, LEE CHANHYUK",0.04522610457147451,isfj
Needle (feat. Drake),"Nicki Minaj, Drake",0.0451250097284988,isfj
Letter,ALEPH,0.04500610951198627,isfj
100th,Minsu,0.044994523985559115,isfj
Promise,JUNNY,0.04496620233400663,isfj
Christmas Love,A.C.E,0.044907301215010194,isfj
OOTD,Dreamcatcher,0.04488917292206505,isfj
"후회해 (feat. Wonstein, Snacky Chan)","Wavycake, Wonstein, Snacky Chan",0.04456909459320445,isfj
It's okay - Orchestra Version,"RYEOWOOK, SM Classics TOWN Orchestra",0.044519138410778925,isfj
Lucky Rocky,ROCKY,0.04446317392430936,isfj
After All This Time,Kim Dong Ryul,0.04440824992238036,isfj
bury. (Feat. SOLE),"punchnello, SOLE",0.04429544747191806,isfj
Meeting (The Moon during the Day) [2023 Remake],FTISLAND,0.04409548422381582,isfj
Winter Song,Sunnie,0.043981840402160764,isfj
Spirit,The Killers,0.04390664051904654,isfj
"0 (Feat. Soojin Lee, SeongSu Kim)","Add All Ears, 이수진, 김성수",0.04387999053940544,isfj
MERRY GO ROUND,Clinton Kane,0.04383489971358978,isfj
HELLO!,신의진,0.04332315273965138,isfj
Boogie Man,LUCY,0.042411266255948606,isfj
Tied,COOING,0.04203988247443073,isfj
Changeless,"entoy, JustEddy, ilipp",0.04170497737556562,isfj
Astronaut,Griff,0.041591801065561554,isfj
Already Over (Part 2),Mike Shinoda,0.0414923906441525,isfj
Your Love (feat. Sik-K),"Moon Sujin, Sik-K",0.04143113428006606,isfj
AF!!,P. Cassady,0.041096581496592226,isfj
Evidence (Feat. JUSTHIS),"kitsyojii, JUSTHIS",0.04072701242028899,isfj
"당겨요, 바로 지금 Draw The Bow Right Now",cacophony,0.0406610613858371,isfj
Baggy Jeans - KIM MINCHEOL & HAYATE Remix,"NCT U, KIM MINCHEOL & HAYATE",0.04007886679441293,isfj
2MANYTIMES,"SIRUP, CODY JON, Taka Perry",0.03954034775874324,isfj
Only One,BANG YEDAM,0.03945262415946627,isfj
ODD-VENTURE,MCND,0.03937929369393845,isfj
크리스마스에 고백,"Lee Woo, KIM HANKYUL, KIM DO HEE, 박제업, Choi Nakta",0.039337215610899826,isfj
Chains (feat. Daya),"Devault, Daya",0.039160498817541745,isfj
Beautiful Day,GEMINI,0.0391063273199571,isfj
Circle (Feat. Demian Love),"L-like, Demian Love",0.038770451770451776,isfj
Must Have Love,ATBO,0.0386458643901479,isfj
WDYM? (Feat. NavyQuokka),"maji, 네이비쿼카(NavyQuokka)",0.038163526118931604,isfj
MAGIC,Park kang hyun,0.03797449641194761,isfj
What are we (Feat. PARK JIWON of fromis_9),"BAEKHO, PARK JI WON (fromis_9)",0.03796611958989383,isfj
Fire,"Giryeon, Sleepy",0.03789796274135146,isfj
Rainy (with REI AMI),"Dillon Francis, REI AMI",0.03741249823817125,isfj
Double of Nothing,Norazo,0.03697256082082169,isfj
Dance Alone,Preston Pablo,0.036964261221234904,isfj
Good in Goodbye,"Frank Walker, Trivecta",0.03658754633864158,isfj
try not to cry,10cm,0.036109020853489514,isfj
Perfect Night (Holiday Remix),LE SSERAFIM,0.03582786572956852,isfj
):阿修羅:(,King Gnu,0.03568901819597471,isfj
Water Underground,Real Estate,0.035426587301587306,isfj
THE WAY YOU MOVE,GAC (Gamaliél Audrey Cantika),0.03516826902142692,isfj
Birthday,CLAUDIA,0.035020778473774876,isfj
Ticket,MEENOI,0.034717676767676765,isfj
Feels,"Nissy, Saweetie",0.03470266740976681,isfj
Jingle Bell Rock,aespa,0.0337878494274558,isfj
You're like saponin,YUDABINBAND,0.033757986023909656,isfj
Silent Night,Zara Larsson,0.03372986732936607,isfj
SNOWFLAKES (feat. HEENA),"YLN Foreign, HEENA",0.033680396400984636,isfj
BLOODY (Feat. Microdot),"Kim Boa, Microdot",0.033546965376634305,isfj
I Sent My Therapist To Therapy,Alec Benjamin,0.03341353733828628,isfj
I YA E YA (MBTI),Seen Hyun Hee,0.033405480829815114,isfj
I'm Sorry (ft. Lous and The Yakuza),"Arlo Parks, Lous and The Yakuza",0.03244976310239468,isfj
REASONS,Loopy,0.032317976732474676,isfj
Lazy Baby (Feat. howelle),"GEM IV, howelle",0.032293040293040295,isfj
Shooting Star,24K+,0.032050077552765725,isfj
Into Your Room (with MUNA),"Holly Humberstone, MUNA",0.03189295736942795,isfj
파도 Waves,Bokdajin,0.031879961732055984,isfj
3D (Justin Timberlake Remix),"Jung Kook, Justin Timberlake",0.03176990264449775,isfj
Good Bye,SORAN,0.031504719628728174,isfj
Mistaken,"Libianca, Oxlade, Chlöe",0.031456125470471254,isfj
Get A Guitar - Chromeo Remix,"RIIZE, Chromeo",0.031403368876528115,isfj
"Useless(Feat. THAMA, MEENOI)","HAAN, THAMA, meenoi (미노이)",0.03135381782330991,isfj
V (Peace) (feat. AKMU),"Zion.T, AKMU",0.03129622909769969,isfj
헤브어굿데이!,JUTO,0.031136049859360426,isfj
LIT,STAYC,0.03105088487144215,isfj
Sleep,GEMINI,0.03059741147741148,isfj
All I Want Is You (Kor Ver.),drewboi,0.030511013645224166,isfj
"work, shit, sleep",jisokuryClub,0.029884805613066483,isfj
미쳐버리겠다 (MAD),BE'O,0.029623257599374682,isfj
Truth or Dare,Tyla,0.02954529914529915,isfj
RollerCoaster,SAAY,0.02926923355511591,isfj
Christmas Dance,ROCKY,0.029193664717348928,isfj
MY HOUSE,Beyoncé,0.029040996512746897,isfj
출근하지 뭐,HoneyChurros,0.02871878631282641,isfj
Sleepwalk,natori,0.02824774803017721,isfj
GAWI,Kim Ximya,0.028238366661801195,isfj
Ex-TRA,SAAY,0.028123424115090778,isfj
Grace,IDLES,0.027544097603435395,isfj
Intro session : Humanoid operational,cotoba,0.027403522685044424,isfj
leavemealone,"Fred again.., Baby Keem",0.02698885864383191,isfj
Stop Giving Me Advice (with Jack Harlow & Dave),"Lyrical Lemonade, Jack Harlow, Dave",0.02671420261959992,isfj
Lover/Friend,"KAYTRANADA, Rochelle Jordan",0.026550987242358676,isfj
Really,Gwangil Jo,0.02587509664752773,isfj
깜빡이 좀 켜고 들어와,"Kim Yang, 미쓰정",0.025235570699605792,isfj
MOROS,Ethan Low,0.024446090876542002,isfj
Back to my Bluegene,Seyan Kim,0.024435347985347983,isfj
Soñar (Breaker),NMIXX,0.024344852340982027,isfj
Papa Noel,TRI.BE,0.023781126401080585,isfj
Charisma,Jann,0.02374335418322997,isfj
Tears on the Dance Floor,Icona Pop,0.023205068968117006,isfj
Release Me,"Mark Knight, Armand Van Helden",0.02290956072351421,isfj
GAME (Feat. Verbal Jint),"NARSHA, Verbal Jint",0.022346556475960185,isfj
Unwind,Shi Shi,0.022256617429056574,isfj
Cinema,Galdive,0.022064620564620566,isfj
Maestra,조성우,0.02176852107713941,isfj
